Timestamp, LinearX, LinearY, LinearZ, AngularX, AngularY, AngularZ, MagnetX, MagnetY, MagnetZ
0, -0.9937744140625, -0.01123046875, 0.1939697265625, -8.48388671875, 1.7089842557907104, -1.8310545682907104, -5.0, 19.0, 33.0
19, -1.0137939453125, -0.0030517578125, 0.22119140625, -7.995604991912842, 1.9531248807907104, -1.2817381620407104, -5.0, 19.0, 33.0
35, -1.0057373046875, 0.0025634765625, 0.2227783203125, -6.408690929412842, 0.7934569716453552, -0.4882812201976776, -5.0, 19.0, 33.0
55, -0.9912109375, 0.0152587890625, 0.228515625, -5.065917491912842, -1.8310545682907104, 0.1831054538488388, -5.0, 19.0, 33.0
72, -0.9549560546875, 0.0269775390625, 0.2542724609375, -4.0283203125, -2.746581792831421, 0.54931640625, -5.0, 20.0, 35.0
90, -0.9415283203125, 0.0284423828125, 0.2572021484375, -0.9155272841453552, -5.798339366912842, 1.15966796875, -5.0, 20.0, 35.0
109, -0.941162109375, 0.0198974609375, 0.255126953125, -1.7700194120407104, -6.347655773162842, 1.4648436307907104, -5.0, 20.0, 35.0
125, -0.95654296875, -0.0064697265625, 0.248779296875, -4.57763671875, -5.310058116912842, 2.0751953125, -5.0, 20.0, 35.0
147, -0.9603271484375, -0.0047607421875, 0.2386474609375, -11.413573265075684, -5.249022960662842, 1.6479490995407104, -5.0, 20.0, 35.0
164, -0.948486328125, 0.0235595703125, 0.2373046875, -16.2353515625, -6.286620616912842, 0.7324218153953552, -8.0, 19.0, 31.0
182, -0.9417724609375, 0.0289306640625, 0.2318115234375, -12.390135765075684, -6.286620616912842, 0.0610351525247097, -8.0, 19.0, 31.0
205, -0.9554443359375, 0.0047607421875, 0.23193359375, -2.38037109375, -3.540038824081421, -0.1220703050494194, -8.0, 19.0, 31.0
223, -0.955322265625, -0.00244140625, 0.219482421875, 1.03759765625, -1.4648436307907104, -0.2441406100988388, -8.0, 19.0, 31.0
242, -0.9383544921875, 0.0101318359375, 0.1993408203125, 0.4272460639476776, -0.6103515625, -1.0986328125, -8.0, 19.0, 31.0
257, -0.948974609375, 0.016357421875, 0.2001953125, -0.0610351525247097, -1.220703125, -1.4648436307907104, -8.0, 19.0, 31.0
278, -0.9593505859375, 0.011474609375, 0.203857421875, 2.50244140625, -0.1220703050494194, -1.8310545682907104, -7.0, 19.0, 28.0
300, -0.9776611328125, -0.009765625, 0.1993408203125, 7.568358898162842, 2.3193359375, -1.8920897245407104, -7.0, 19.0, 28.0
317, -0.9796142578125, -0.014892578125, 0.2022705078125, 8.4228515625, 3.112792730331421, -2.0751953125, -7.0, 19.0, 28.0
339, -0.95947265625, 0.0001220703125, 0.2117919921875, 3.173827886581421, 1.0986328125, -2.01416015625, -7.0, 19.0, 28.0
357, -0.9564208984375, 0.0335693359375, 0.2459716796875, -0.0610351525247097, -2.685546636581421, -1.8310545682907104, -7.0, 19.0, 28.0
375, -0.9632568359375, 0.03857421875, 0.257568359375, 5.187987804412842, -3.234863042831421, -1.4038084745407104, -5.0, 21.0, 30.0
393, -0.9625244140625, 0.0169677734375, 0.24609375, 14.648436546325684, 0.2441406100988388, -0.4882812201976776, -5.0, 21.0, 30.0
411, -0.9671630859375, 0.0086669921875, 0.2469482421875, 18.49365234375, 3.173827886581421, -0.1831054538488388, -5.0, 21.0, 30.0
